,cost_exists,age_exists,cup_exists,county_fips,place_fips,state_fips,place,url,state,bls_code,b01001001,b01001a001,b01001b001,b15002003,b15002004,b15002005,b15002006,b15002007,b15002008,b15002009,b15002010,b15002011,b15002012,b15002013,b15002014,b15002015,b15002016,b15002017,b15002018,b19013001,gid,place,region,counts,completeness,completeness_std,Cup_mean mean,Cup_mean std,Cost_hour_mean mean,Cost_hour_mean std,Age_mean mean,Age_mean std
fayetteville,0.04691689008042895,0.01742627345844504,0.06166219839142091,,23290.0,5.0,Fayetteville,fayetteville,arkansas,LAUCT052329000000003,75473.0,63082.0,4763.0,96.0,53.0,225.0,368.0,505.0,122.0,422.0,242.0,3690.0,1008.0,4112.0,1153.0,5160.0,2271.0,1006.0,802.0,36262.0,16000US0523290,fayetteville,fayetteville,746.0,0.1260053619302949,0.35170819200042014,-0.6206434316353887,1.501740418123784,266.0000000000286,89.28771332966453,-0.613941018766756,2.9086344528677306
fayettevillenc,0.14279918864097363,0.017038539553752535,0.08478701825557809,,22920.0,37.0,Fayetteville,fayettevillenc,north carolina,LAUCT372292000000003,201334.0,94870.0,81915.0,643.0,161.0,223.0,623.0,700.0,870.0,898.0,419.0,15487.0,4103.0,12614.0,5494.0,8513.0,3485.0,1299.0,758.0,44472.0,16000US3722920,fayettevillenc,fayettevillenc,2465.0,0.24462474645030427,0.5022236583833563,-0.4948613928329979,1.692906458751818,187.94736426765715,283.94296763836553,-0.5600405679513185,3.4306743920208835
fingerlakes,0.023529411764705882,0.0058823529411764705,0.029411764705882353,,,36.0,Finger Lakes,fingerlakes,new york,,19490373.0,12756269.0,3033052.0,100813.0,53725.0,128491.0,137848.0,105137.0,137350.0,143665.0,144230.0,1729265.0,291551.0,763844.0,464727.0,1190942.0,534211.0,205644.0,105409.0,56657.0,04000US36,fingerlakes,fingerlakes,170.0,0.058823529411764705,0.2598561812735064,-0.8235294117647058,1.0340529851283764,123.33333333325,68.31300510641358,-0.8588235294117647,1.840715973233689
flagstaff,0.058524173027989825,0.01272264631043257,0.07124681933842239,,,4.0,Flagstaff/Sedona,flagstaff,arizona,,6477128.0,5130199.0,271600.0,23677.0,19361.0,44874.0,43195.0,36549.0,42934.0,53580.0,40936.0,502046.0,139942.0,379140.0,158843.0,359788.0,139286.0,42918.0,29353.0,48307.0,04000US04,flagstaff,flagstaff,393.0,0.14249363867684478,0.40412527177975766,-0.6157760814249363,1.4276623788907208,222.80193236713046,111.72701498343014,-0.683206106870229,2.8238277142847457
flint,0.22429906542056074,0.03387850467289719,0.1425233644859813,,29000.0,26.0,Flint,flint,michigan,LAUCT262900000000003,101423.0,39965.0,56147.0,428.0,58.0,176.0,485.0,924.0,1055.0,1252.0,739.0,12507.0,2214.0,5218.0,1443.0,2005.0,649.0,131.0,58.0,24758.0,16000US2629000,flint,flint,856.0,0.4007009345794392,0.6170668018461583,-0.1440809968847313,2.15442093769943,182.22395833333178,98.48658954705397,-0.02219626168224299,5.432690551907161
florence,0.07480314960629922,0.007874015748031496,0.0531496062992126,41.0,25810.0,45.0,Florence,florence,south carolina,LAUCT452581000000003,37328.0,19265.0,17245.0,61.0,87.0,79.0,152.0,208.0,366.0,328.0,106.0,2929.0,649.0,1829.0,977.0,1611.0,972.0,411.0,249.0,41660.0,16000US4525810,florence,florence,508.0,0.13582677165354332,0.41096401978038694,-0.655511811023622,1.4801211148595657,158.3208020050263,35.59750092320785,-0.7677165354330708,2.640374783323843
fortcollins,0.16411824668705402,0.034658511722731905,0.1651376146788991,,27425.0,8.0,Fort Collins,fortcollins,colorado,LAUCT082742500000003,146235.0,131007.0,,249.0,119.0,239.0,267.0,190.0,311.0,330.0,242.0,5941.0,2370.0,6431.0,3041.0,13321.0,5685.0,1155.0,1834.0,51830.0,16000US0827425,fortcollins,fortcollins,981.0,0.363914373088685,0.5847401034467516,-0.0779816513761468,2.135053505917913,234.26673567977016,162.07427398034255,0.0326197757390418,5.656579712877662
fortdodge,0.03571428571428571,,0.04081632653061224,,28515.0,19.0,Fort Dodge,fortdodge,iowa,LAUCT192851500000003,24966.0,22190.0,,40.0,41.0,70.0,298.0,202.0,155.0,334.0,178.0,2748.0,634.0,1199.0,844.0,906.0,478.0,194.0,28.0,36331.0,16000US1928515,fortdodge,fortdodge,196.0,0.07653061224489796,0.31906948697677634,-0.7551020408163265,1.2073384543616712,226.42857142857142,68.84247028023991,-1.0,0.0
fortmyers,0.1321061180292366,0.04114780725500812,0.12019491066594477,,24125.0,12.0,Fort Myers,fortmyers,florida,LAUCT122412500000003,64070.0,36990.0,20727.0,388.0,226.0,614.0,610.0,437.0,814.0,1056.0,926.0,6734.0,1090.0,2620.0,1344.0,3217.0,1148.0,351.0,463.0,35128.0,16000US1224125,fortmyers,fortmyers,1847.0,0.2934488359501895,0.5093655534268832,-0.3010286951813752,1.9262018445021165,476.4927140254889,1416.994107642972,0.1044937736870601,5.456159991565826
fortsmith,0.046831955922865015,0.008264462809917356,0.07162534435261708,,24550.0,5.0,Fort Smith,fortsmith,arkansas,LAUCT052455000000003,86981.0,68200.0,7480.0,311.0,395.0,869.0,610.0,1174.0,769.0,679.0,871.0,7400.0,1901.0,4212.0,1927.0,3851.0,1337.0,529.0,268.0,36792.0,16000US0524550,fortsmith,fortsmith,363.0,0.12672176308539945,0.3647855606288327,-0.5977961432506887,1.4615497686645593,251.9607843137059,66.24668569840091,-0.7024793388429752,3.532746481606233
fortwayne,0.14852752880921896,0.02560819462227913,0.07810499359795134,,,18.0,Ft Wayne,fortwayne,indiana,,6514516.0,5515975.0,589237.0,19771.0,6865.0,16656.0,46767.0,36595.0,54043.0,55856.0,36213.0,737832.0,135417.0,287171.0,143568.0,305349.0,110797.0,34794.0,26004.0,47185.0,04000US18,fortwayne,fortwayne,781.0,0.25224071702944945,0.5350635940459146,-0.5134443021766966,1.7041084723913047,242.0603448276293,138.15748015255267,-0.33290653008962867,4.186584848668223
fortworth,0.14700795572466274,0.10238671739882393,0.19750951227948807,,27000.0,48.0,Fort Worth,fortworth,texas,LAUCT482700000000003,761862.0,507066.0,143749.0,4187.0,3299.0,11617.0,4842.0,7953.0,5229.0,6761.0,3321.0,53664.0,12819.0,37178.0,12370.0,38300.0,13060.0,4098.0,2252.0,50129.0,16000US4827000,fortworth,fortworth,2891.0,0.4469041854029748,0.6661877787533564,0.18263576617087512,2.4186106792551056,171.6555555555576,95.58685653529011,1.3770321687997233,7.132144567872071
frederick,0.11133603238866396,0.02631578947368421,0.13157894736842105,21.0,30325.0,24.0,Frederick,frederick,maryland,LAUCT243032500000003,65905.0,44469.0,11639.0,359.0,75.0,670.0,168.0,363.0,419.0,436.0,432.0,4690.0,1129.0,3308.0,1286.0,4877.0,2085.0,419.0,601.0,65070.0,16000US2430325,frederick,frederick,494.0,0.2692307692307692,0.5718059850758607,-0.2165991902834008,2.054937104716374,249.61515151514547,220.85831674154426,-0.12955465587044535,5.551475600491139
fredericksburg,0.13004484304932734,0.020179372197309416,0.10089686098654709,630.0,29744.0,51.0,Fredericksburg,fredericksburg,virginia,LAUCT512974400000003,25869.0,16958.0,5801.0,57.0,46.0,0.0,73.0,121.0,105.0,140.0,56.0,1955.0,495.0,1028.0,391.0,1249.0,895.0,155.0,171.0,46397.0,16000US5129744,fredericksburg,fredericksburg,446.0,0.25112107623318386,0.49689923799834257,-0.413677130044843,1.799766882224527,198.63793103448276,63.798020167049785,-0.4641255605381166,3.8356477000085847
fresno,0.1274658573596358,0.15477996965098634,0.15022761760242792,19.0,27000.0,6.0,Fresno,fresno,california,LAUCT062700000000003,501350.0,254623.0,38478.0,6610.0,3044.0,5999.0,5026.0,3892.0,3146.0,5316.0,4312.0,32720.0,8386.0,24289.0,9315.0,18433.0,4522.0,2570.0,1335.0,40761.0,16000US0627000,fresno,fresno,659.0,0.4324734446130501,0.7206728832756762,-0.165402124430956,2.020589748255533,185.14880952378567,71.13479680037997,2.860394537177542,9.171380446638956
ftlauderdale,0.18967197141929198,0.03572588502760637,0.11562195518025332,,,12.0,Ft Lauderdale,ftlauderdale,florida,,19081930.0,14568707.0,3050618.0,85845.0,55567.0,110017.0,121607.0,122422.0,155499.0,160813.0,151644.0,1894340.0,382561.0,906784.0,505584.0,1080744.0,392209.0,163721.0,87027.0,45637.0,04000US12,ftlauderdale,ftlauderdale,6158.0,0.34101981162715167,0.565917710068582,-0.31549745588394446,1.9441153670021896,172.53852128179705,170.4994066406222,-0.058352278878434555,5.058393056335478
gadsden,0.18679245283018867,0.005660377358490566,0.06792452830188679,,28696.0,1.0,Gadsden,gadsden,alabama,LAUCT012869600000003,36760.0,21554.0,13857.0,191.0,89.0,362.0,268.0,282.0,518.0,405.0,303.0,4037.0,583.0,2338.0,313.0,999.0,360.0,285.0,53.0,25878.0,16000US0128696,gadsden,gadsden,530.0,0.26037735849056604,0.532618322057286,-0.6622641509433962,1.2683774096631475,223.6885521885455,96.42629523023452,-0.7943396226415095,2.7950073699791997
gainesville,0.11479028697571744,0.04304635761589404,0.08278145695364239,,25175.0,12.0,Gainesville,gainesville,florida,LAUCT122517500000003,125273.0,82446.0,28561.0,444.0,62.0,126.0,265.0,336.0,659.0,700.0,445.0,6558.0,1417.0,3418.0,3047.0,5990.0,3357.0,1254.0,2715.0,31294.0,16000US1225175,gainesville,gainesville,906.0,0.24061810154525387,0.516624460317104,-0.49558498896246134,1.705310416579416,463.2110597735481,1155.0462360034749,0.18211920529801323,5.753975357097368
galveston,0.11707317073170732,0.013008130081300813,0.04878048780487805,167.0,28068.0,48.0,Galveston,galveston,texas,LAUCT482806800000003,47689.0,34757.0,9130.0,246.0,166.0,329.0,524.0,502.0,571.0,543.0,219.0,4451.0,798.0,2199.0,833.0,2002.0,622.0,657.0,683.0,36232.0,16000US4828068,galveston,galveston,615.0,0.17886178861788618,0.42003025184216636,-0.7162601626016261,1.2814368706174424,233.23379629630563,73.80069096739328,-0.6731707317073171,2.8931310645728954
glensfalls,,,,,29333.0,36.0,Glens Falls,glensfalls,new york,LAUCT362933300000003,,,,,,,,,,,,,,,,,,,,,,,glensfalls,,,,,,,,,
grandforks,0.10074626865671642,0.014925373134328358,0.08582089552238806,35.0,32060.0,38.0,Grand Forks,grandforks,north dakota,LAUCT383206000000003,53023.0,47616.0,,227.0,109.0,25.0,221.0,85.0,109.0,50.0,133.0,3854.0,1000.0,2564.0,1533.0,3101.0,992.0,437.0,478.0,41444.0,16000US3832060,grandforks,grandforks,268.0,0.20149253731343283,0.5013816228974749,-0.5559701492537313,1.486720806224189,248.82716049381483,86.72435803551846,-0.3880597014925373,5.397891734043241
grandisland,0.07432432432432433,0.010135135135135136,0.06418918918918919,,19595.0,31.0,Grand Island,grandisland,nebraska,LAUCT311959500000003,49317.0,45324.0,,305.0,459.0,483.0,228.0,527.0,328.0,474.0,314.0,5501.0,1068.0,2152.0,1189.0,1673.0,350.0,284.0,106.0,43249.0,16000US3119595,grandisland,grandisland,296.0,0.14864864864864866,0.44133641213493113,-0.6013513513513513,1.5370668296614904,201.58080808080456,116.84409753903132,-0.722972972972973,2.7428080277761264
grandrapids,0.20887372013651878,0.027303754266211604,0.10580204778156997,,34000.0,26.0,Grand Rapids,grandrapids,michigan,LAUCT263400000000003,189162.0,130933.0,39816.0,948.0,648.0,1239.0,1082.0,1018.0,1503.0,2076.0,952.0,13677.0,3314.0,9477.0,3464.0,9978.0,3499.0,1320.0,794.0,37791.0,16000US2634000,grandrapids,grandrapids,1465.0,0.34197952218430033,0.5529776941084201,-0.39761092150170646,1.788346772613078,177.62854030501958,63.52424023292137,-0.15085324232081912,5.2522218453206895
greatfalls,,,,,32800.0,30.0,Great Falls,greatfalls,montana,LAUCT303280000000003,58876.0,51797.0,,66.0,0.0,29.0,426.0,303.0,287.0,522.0,330.0,5948.0,1447.0,3438.0,1819.0,3249.0,686.0,507.0,50.0,42171.0,16000US3032800,greatfalls,greatfalls,,,,,,,,,
greenbay,0.11799761620977355,0.033373063170441,0.21573301549463647,,31000.0,55.0,Green Bay,greenbay,wisconsin,LAUCT553100000000003,104494.0,87451.0,3845.0,586.0,234.0,314.0,555.0,435.0,282.0,760.0,854.0,11141.0,2028.0,5031.0,3148.0,4997.0,1360.0,363.0,222.0,41404.0,16000US5531000,greenbay,greenbay,839.0,0.367103694874851,0.5727837458804188,0.18335319825188318,2.307775630511398,196.7929292929101,66.67895439866952,-0.20659515295983313,4.32984700894189
greensboro,0.2893598615916955,0.03546712802768166,0.14705882352941177,,28000.0,37.0,Greensboro,greensboro,north carolina,LAUCT372800000000003,273641.0,136204.0,110791.0,1314.0,566.0,1201.0,971.0,1629.0,1893.0,1892.0,1464.0,19844.0,3903.0,13347.0,4772.0,18237.0,6479.0,1897.0,1446.0,40323.0,16000US3728000,greensboro,greensboro,2312.0,0.4718858131487889,0.6268797186674817,-0.08117070357554497,2.2642872209920966,186.02951574253407,119.24846317703336,-0.058679354094550176,5.03637832337086
greenville,0.1848989298454221,0.04280618311533888,0.10344827586206896,45.0,30850.0,45.0,Greenville,greenville,south carolina,LAUCT453085000000003,59955.0,38340.0,18408.0,208.0,182.0,312.0,308.0,480.0,836.0,427.0,403.0,4136.0,714.0,2567.0,974.0,4609.0,1607.0,1083.0,395.0,39308.0,16000US4530850,greenville,greenville,1682.0,0.33115338882282996,0.5424006185000592,-0.3751486325802616,1.8792016120934494,172.03108252945987,59.64906118533483,0.25743162901307964,6.196251678471505
hampton,0.12736318407960198,0.01791044776119403,0.09651741293532339,650.0,35000.0,51.0,Hampton,hampton,virginia,LAUCT513500000000003,136855.0,58905.0,69124.0,427.0,252.0,234.0,847.0,284.0,939.0,1019.0,608.0,11466.0,2939.0,9659.0,3198.0,5819.0,2630.0,526.0,390.0,51654.0,16000US5135000,hampton,hampton,1005.0,0.2417910447761194,0.4767970578578222,-0.4059701492537313,1.8606493798257355,178.58072916666407,73.66187732906228,-0.45174129353233833,4.179358956536992
harrisburg,0.14631043256997456,0.054707379134860054,0.16157760814249364,,32800.0,42.0,Harrisburg,harrisburg,pennsylvania,LAUCT423280000000003,49381.0,16734.0,25305.0,278.0,192.0,300.0,198.0,334.0,680.0,901.0,260.0,4295.0,606.0,1840.0,817.0,1819.0,639.0,421.0,148.0,33080.0,16000US4232800,harrisburg,harrisburg,786.0,0.36259541984732824,0.6361311259125682,-0.020356234096692113,2.277464871817425,466.2936714975131,794.4114326514127,0.4206955046650127,6.010253213565344
harrisonburg,0.11818181818181818,0.00909090909090909,0.05454545454545454,660.0,35624.0,51.0,Harrisonburg,harrisonburg,virginia,LAUCT513562400000003,49878.0,42335.0,,154.0,46.0,275.0,494.0,276.0,427.0,381.0,191.0,2869.0,401.0,1377.0,412.0,2009.0,859.0,294.0,408.0,37212.0,16000US5135624,harrisonburg,harrisonburg,220.0,0.18181818181818182,0.40951732768839516,-0.7181818181818181,1.202218787265155,181.00427350427694,103.94683698543918,-0.7,3.534694318741104
hartford,0.16869095816464239,0.08412055780476833,0.20602789023841656,3.0,37000.0,9.0,Hartford,hartford,connecticut,LAUCT093700000000003,124894.0,46222.0,47157.0,1152.0,820.0,1637.0,1497.0,1291.0,1184.0,2089.0,910.0,10566.0,1291.0,4270.0,1469.0,3107.0,1403.0,676.0,277.0,28415.0,16000US0937000,hartford,hartford,2223.0,0.45883940620782726,0.6350063274127217,0.23076923076923078,2.4872415564502246,266.99100529099195,573.6453876899161,1.114260008996851,7.078859449521672
hattiesburg,0.06022408963585434,0.0196078431372549,0.05042016806722689,,31020.0,28.0,Hattiesburg,hattiesburg,mississippi,LAUCT283102000000003,47239.0,20185.0,25356.0,155.0,28.0,276.0,198.0,620.0,442.0,402.0,464.0,2794.0,567.0,2053.0,662.0,2126.0,923.0,368.0,460.0,24064.0,16000US2831020,hattiesburg,hattiesburg,714.0,0.13025210084033614,0.3724121640689143,-0.6624649859943977,1.4959759307717209,207.13178294572094,158.01516720341453,-0.4684873949579832,3.8251659785577283
helena,,,,,35600.0,30.0,Helena,helena,montana,LAUCT303560000000003,28722.0,27042.0,,79.0,0.0,35.0,99.0,78.0,131.0,46.0,88.0,1499.0,582.0,1567.0,460.0,2469.0,1268.0,459.0,274.0,49635.0,16000US3035600,helena,helena,,,,,,,,,
hickory,0.2092130518234165,0.003838771593090211,0.044145873320537425,,31060.0,37.0,Hickory,hickory,north carolina,LAUCT373106000000003,40126.0,30406.0,5225.0,184.0,33.0,263.0,325.0,253.0,256.0,257.0,151.0,3051.0,550.0,1629.0,714.0,2634.0,965.0,618.0,167.0,40075.0,16000US3731060,hickory,hickory,521.0,0.2571976967370441,0.45475164108731686,-0.708253358925144,1.3767677521565207,230.46788990825695,160.38263544299457,-0.8925143953934741,1.7431077497378697
hiltonhead,0.2309027777777778,0.04513888888888889,0.09895833333333333,,,45.0,Hilton Head,hiltonhead,south carolina,,4677636.0,3136198.0,1298533.0,20077.0,12114.0,21123.0,35092.0,37467.0,48409.0,47338.0,29682.0,456525.0,82377.0,213199.0,110908.0,235433.0,83349.0,27763.0,17295.0,43490.0,04000US45,hiltonhead,hiltonhead,576.0,0.375,0.6310791309853443,-0.4305555555555556,1.783607590992857,320.6378825852631,186.70812193424504,0.26157407407395833,5.909679369667692
holland,,,,,38620.0,26.0,Holland,holland,michigan,LAUCT263862000000003,,,,,,,,,,,,,,,,,,,,,,,holland,,,,,,,,,
honolulu,0.16852367688022285,0.03690807799442897,0.1713091922005571,3.0,,15.0,Honolulu,honolulu,hawaii,,966405.0,204386.0,21563.0,3455.0,1507.0,3727.0,3221.0,2821.0,3713.0,4217.0,4613.0,89773.0,16761.0,56491.0,31771.0,64470.0,20760.0,9057.0,5220.0,70541.0,05000US15003,honolulu,honolulu,1436.0,0.3767409470752089,0.5443297496911442,0.006963788300835654,2.2532872405077073,215.4598255280041,474.749621317457,-0.16829155060355153,4.288555982836064
houma,0.05527638190954774,0.010050251256281407,0.03015075376884422,,36255.0,22.0,Houma,houma,louisiana,LAUCT223625500000003,33700.0,22178.0,8199.0,351.0,137.0,424.0,751.0,341.0,532.0,305.0,245.0,3382.0,781.0,1367.0,460.0,928.0,361.0,221.0,154.0,45869.0,16000US2236255,houma,houma,199.0,0.09547738693467336,0.3112854551486092,-0.8190954773869347,1.0334981227007176,250.0,87.2639673633969,-0.7587939698492462,2.399939088613368
houston,0.1835069785728327,0.07322586986436014,0.16876351484175348,225.0,35000.0,48.0,Houston,houston,texas,LAUCT483500000000003,2130116.0,1225210.0,496020.0,16732.0,20262.0,43570.0,18855.0,27465.0,16290.0,19046.0,14125.0,148085.0,24602.0,96674.0,28394.0,119948.0,46799.0,18538.0,12913.0,43792.0,16000US4835000,houston,houston,10174.0,0.42549636327894635,0.6476466667792041,-0.021066771509076074,2.2144454890035887,191.949733678511,128.39303161200905,0.7764972806500294,6.449992321441517
hudsonvalley,0.17323420074349444,0.026765799256505577,0.12936802973977696,,,36.0,Hudson Valley,hudsonvalley,new york,,19490373.0,12756269.0,3033052.0,100813.0,53725.0,128491.0,137848.0,105137.0,137350.0,143665.0,144230.0,1729265.0,291551.0,763844.0,464727.0,1190942.0,534211.0,205644.0,105409.0,56657.0,04000US36,hudsonvalley,hudsonvalley,1345.0,0.32936802973977697,0.57158012683075,-0.28364312267657993,1.9131126758868782,275.930615164515,564.1845030811758,-0.2988847583643123,4.292664729687278
humboldt,0.09278350515463918,0.020618556701030927,0.06804123711340206,23.0,,6.0,Humboldt County,humboldt,california,,135061.0,111898.0,,265.0,105.0,273.0,785.0,707.0,1045.0,1291.0,926.0,12601.0,3212.0,8630.0,3935.0,7872.0,1833.0,1002.0,906.0,40997.0,05000US06023,humboldt,humboldt,485.0,0.18144329896907216,0.4312987059349476,-0.6494845360824743,1.342573982705323,255.35185185184446,144.94082832289342,-0.5463917525773195,3.133465784306483
huntington,0.05150214592274678,0.017167381974248927,0.07296137339055794,,39460.0,54.0,Huntington,huntington,west virginia,LAUCT543946000000003,49309.0,43221.0,3893.0,128.0,47.0,85.0,247.0,507.0,698.0,531.0,185.0,4642.0,1132.0,2495.0,631.0,2428.0,932.0,514.0,283.0,28201.0,16000US5439460,huntington,huntington,233.0,0.14163090128755365,0.38465266608169135,-0.5107296137339056,1.7643783411974,259.44444444441666,56.89496495331209,-0.38197424892703863,4.686280550274999
huntingtonoh,0.108,0.028,0.044,,,39.0,Huntington/Ashland,huntingtonoh,ohio,,11541175.0,9558840.0,1404531.0,31932.0,8467.0,17557.0,67168.0,54962.0,87784.0,109501.0,67762.0,1310105.0,245786.0,518052.0,243347.0,593388.0,223165.0,75551.0,48321.0,47030.0,04000US39,huntingtonoh,huntingtonoh,250.0,0.18,0.46092276923231634,-0.756,1.1583744322546163,227.8747795414704,498.1809780767588,-0.276,4.3538082854376325
huntsville,0.09449929478138223,0.07052186177715092,0.231311706629055,,37000.0,1.0,Huntsville,huntsville,alabama,LAUCT013700000000003,181734.0,113089.0,56248.0,549.0,389.0,505.0,760.0,965.0,1113.0,928.0,1090.0,11751.0,2114.0,10203.0,3636.0,14232.0,6577.0,1801.0,1599.0,46821.0,16000US0137000,huntsville,huntsville,1418.0,0.39633286318758815,0.5947671901736934,0.31687823225200273,2.4822437640240285,186.16210613601496,75.68143601434357,0.9004466384578983,7.111471254435424
huntsvilletx,0.05485232067510549,0.012658227848101266,0.0379746835443038,,35528.0,48.0,Huntsville,huntsvilletx,texas,LAUCT483552800000003,39308.0,26050.0,11445.0,147.0,378.0,345.0,576.0,783.0,643.0,633.0,136.0,5240.0,1600.0,3083.0,536.0,1349.0,494.0,41.0,215.0,27134.0,16000US4835528,huntsvilletx,huntsvilletx,237.0,0.10548523206751055,0.3078277445777614,-0.7974683544303798,1.0661956783958129,165.76923076923077,113.29250772973607,-0.6751054852320675,2.896508068875867
imperial,0.023255813953488372,0.018604651162790697,0.04186046511627907,25.0,,6.0,Imperial County,imperial,california,,175837.0,119000.0,5400.0,2113.0,2125.0,3451.0,2242.0,2584.0,1720.0,2907.0,1812.0,13367.0,3569.0,8418.0,2858.0,4269.0,1449.0,458.0,106.0,40735.0,05000US06025,imperial,imperial,215.0,0.08372093023255814,0.35185106805662614,-0.7581395348837209,1.1749393617559678,368.0,43.81780460041329,-0.5302325581395348,3.444861735334312
indianapolis,0.16384976525821596,0.04366197183098591,0.11314553990610329,,,18.0,Indianapolis,indianapolis,indiana,,6514516.0,5515975.0,589237.0,19771.0,6865.0,16656.0,46767.0,36595.0,54043.0,55856.0,36213.0,737832.0,135417.0,287171.0,143568.0,305349.0,110797.0,34794.0,26004.0,47185.0,04000US18,indianapolis,indianapolis,2130.0,0.32065727699530516,0.5651500587637915,-0.32253521126760565,1.934934857483605,200.07943330150425,274.23363938412814,0.2706572769953052,6.117727748441016
inlandempire,0.1878765060240964,0.03520331325301205,0.14401355421686746,,,6.0,Inland Empire,inlandempire,california,,37686586.0,23539312.0,2255750.0,268463.0,214658.0,487744.0,231887.0,266770.0,202112.0,289885.0,332143.0,2524456.0,647878.0,1953231.0,839606.0,2272529.0,864544.0,317925.0,221774.0,59368.0,04000US06,inlandempire,inlandempire,5312.0,0.3670933734939759,0.582194848798065,-0.14834337349397592,2.127551263312882,201.50243502879582,250.5140185377526,-0.06955948795180723,5.041973096659455
iowacity,0.05150214592274678,0.030042918454935622,0.04721030042918455,,38595.0,19.0,Iowa City,iowacity,iowa,LAUCT193859500000003,69103.0,56381.0,3841.0,46.0,9.0,35.0,139.0,156.0,131.0,140.0,139.0,2489.0,635.0,2735.0,956.0,4409.0,2696.0,1341.0,1724.0,41412.0,16000US1938595,iowacity,iowacity,233.0,0.12875536480686695,0.3721867987604152,-0.7339055793991416,1.2238684885449167,206.59722222222499,111.53342250202851,-0.2145922746781116,4.483336189611258
ithaca,0.058365758754863814,0.007782101167315175,0.07392996108949416,,38077.0,36.0,Ithaca,ithaca,new york,LAUCT363807700000003,30160.0,21421.0,,31.0,1.0,47.0,61.0,78.0,0.0,26.0,32.0,500.0,137.0,408.0,247.0,1466.0,1093.0,230.0,766.0,27331.0,16000US3638077,ithaca,ithaca,257.0,0.14007782101167315,0.3799527028726516,-0.5019455252918288,1.807373166406405,197.94444444446665,80.09101139220164,-0.7976653696498055,2.395861176740029
jackson,0.13427762039660057,0.02379603399433428,0.04929178470254957,59.0,36000.0,28.0,Jackson,jackson,mississippi,LAUCT283600000000003,174706.0,32291.0,139334.0,590.0,211.0,227.0,980.0,851.0,1815.0,1836.0,1476.0,13885.0,2215.0,10152.0,2195.0,6205.0,1912.0,1733.0,612.0,32232.0,16000US2836000,jackson,jackson,1765.0,0.20736543909348443,0.4338982772701668,-0.7031161473087819,1.3347001627646617,312.2541859218915,820.5249797852509,-0.38328611898016995,4.035693702750568
jacksonmi,0.030303030303030304,,,75.0,41420.0,26.0,Jackson,jacksonmi,michigan,LAUCT264142000000003,33449.0,23737.0,7647.0,37.0,29.0,65.0,271.0,266.0,378.0,383.0,79.0,3080.0,902.0,1726.0,645.0,819.0,189.0,109.0,12.0,26586.0,16000US2641420,jacksonmi,jacksonmi,231.0,0.030303030303030304,0.17179207335915767,-1.0,0.0,192.85714285714286,34.50327796711771,-1.0,0.0
jacksonville,0.19528949950932287,0.03042198233562316,0.09486424599280341,,35000.0,12.0,Jacksonville,jacksonville,florida,LAUCT123500000000003,829535.0,501985.0,253136.0,3231.0,1244.0,1658.0,3875.0,4666.0,8306.0,7008.0,4517.0,77458.0,18282.0,40851.0,22919.0,44742.0,12071.0,5038.0,2681.0,45577.0,16000US1235000,jacksonville,jacksonville,3057.0,0.3205757278377494,0.5328955609687495,-0.42508995747464834,1.8143863717093984,235.43122901665643,515.6630477900575,-0.2540071965979719,4.319989358043966
janesville,0.03151862464183381,0.02005730659025788,0.07163323782234957,,37825.0,55.0,Janesville,janesville,wisconsin,LAUCT553782500000003,63551.0,58572.0,1433.0,128.0,39.0,234.0,229.0,118.0,321.0,568.0,608.0,7404.0,1538.0,3234.0,1711.0,2697.0,1074.0,313.0,112.0,47040.0,16000US5537825,janesville,janesville,349.0,0.12320916905444126,0.3702360451267396,-0.6189111747851003,1.414533742123054,264.69696969710003,224.21197581972837,-0.4040114613180516,4.328479061792261
jerseyshore,0.08983890954151177,0.055762081784386616,0.18463444857496902,,,34.0,Jersey Shore,jerseyshore,new jersey,,8834249.0,6111522.0,1191729.0,33507.0,23585.0,45687.0,53235.0,37852.0,51004.0,51465.0,51182.0,816922.0,140153.0,355556.0,150122.0,638156.0,266739.0,86609.0,54989.0,70062.0,04000US34,jerseyshore,jerseyshore,1614.0,0.3302354399008674,0.5561940627337136,0.09975216852540272,2.354170811841213,240.58505747126208,153.79690587532744,0.5439900867410161,6.537809188057028
jonesboro,0.014545454545454545,0.014545454545454545,0.04,,35710.0,5.0,Jonesboro,jonesboro,arkansas,LAUCT053571000000003,68844.0,53363.0,12984.0,169.0,11.0,171.0,159.0,408.0,558.0,551.0,262.0,6069.0,1046.0,3233.0,1023.0,3456.0,902.0,578.0,550.0,39267.0,16000US0535710,jonesboro,jonesboro,275.0,0.06909090909090909,0.2813372182835152,-0.7490909090909091,1.249360818662497,2293.4166666665,4082.3891913020943,-0.6618181818181819,2.795688214833465
joplin,0.076158940397351,0.013245033112582781,0.10596026490066225,,37592.0,29.0,Joplin,joplin,missouri,LAUCT293759200000003,51822.0,45609.0,,118.0,0.0,14.0,380.0,359.0,508.0,532.0,334.0,4890.0,1231.0,2560.0,1116.0,2124.0,826.0,355.0,354.0,36348.0,16000US2937592,joplin,joplin,302.0,0.19536423841059603,0.46639035855964206,-0.29635761589403975,2.0607275377018675,131.52173913043478,77.52469962136841,-0.5198675496688742,4.358281838110664
