,cost_exists,age_exists,cup_exists,county_fips,place_fips,state_fips,place,url,state,bls_code,b01001001,b01001a001,b01001b001,b15002003,b15002004,b15002005,b15002006,b15002007,b15002008,b15002009,b15002010,b15002011,b15002012,b15002013,b15002014,b15002015,b15002016,b15002017,b15002018,b19013001,gid,place,region,counts,completeness,completeness_std,Cup_mean mean,Cup_mean std,Cost_hour_mean mean,Cost_hour_mean std,Age_mean mean,Age_mean std
spokane,0.1087124132613724,0.04471858134155744,0.15574402467232074,,,53.0,Spokane / Coeur d'Alene,spokane,washington,,6821303.0,5350392.0,243811.0,23816.0,14943.0,25667.0,30268.0,24417.0,33614.0,43102.0,40317.0,539604.0,167952.0,379027.0,202139.0,457320.0,175936.0,53047.0,38787.0,57966.0,04000US53,spokane,spokane,1297.0,0.3091750192752506,0.5407904717298129,-0.052428681572860444,2.2571790219382173,187.06619385342555,73.16189343208043,0.287201233616037,6.175310979603642
springfield,,,,,73330.0,,Springfield,springfield,massachasutts,,,,,,,,,,,,,,,,,,,,,,,,springfield,,,,,,,,,
springfieldil,0.26262626262626265,0.030303030303030304,0.2077922077922078,,72000.0,17.0,Springfield,springfieldil,illinois,LAUCT177200000000003,116824.0,88483.0,22344.0,318.0,75.0,143.0,679.0,485.0,1063.0,831.0,472.0,8904.0,2280.0,5352.0,2841.0,8201.0,3259.0,1356.0,499.0,46615.0,16000US1772000,springfieldil,springfieldil,693.0,0.5007215007215007,0.7985261344220175,0.10101010101010101,2.183897088388642,227.32322736785719,79.34423877190169,-0.20634920634920634,4.5564843053279045
springfieldmo,0.11946902654867257,0.024336283185840708,0.09402654867256637,,70000.0,29.0,Springfield,springfieldmo,missouri,LAUCT297000000000003,160748.0,142910.0,6375.0,346.0,156.0,369.0,702.0,759.0,1773.0,1379.0,737.0,13946.0,4091.0,8446.0,2903.0,8300.0,2423.0,1194.0,911.0,32359.0,16000US2970000,springfieldmo,springfieldmo,904.0,0.23783185840707965,0.4866616799633142,-0.46736725663716816,1.694982280888446,208.28497942386116,70.52031527377815,-0.31692477876106195,4.42689493069887
statenisland,,,,,70915.0,36.0,Staten Island,statenisland,new york,LAUCT367091500000003,,,,,,,,,,,,,,,,,,,,,,,statenisland,,,,,,,,,
statesboro,0.018633540372670808,,0.024844720496894408,,73256.0,13.0,Statesboro,statesboro,georgia,LAUCT137325600000003,29239.0,15608.0,11528.0,38.0,7.0,123.0,141.0,14.0,189.0,190.0,62.0,1111.0,207.0,1118.0,400.0,570.0,257.0,61.0,238.0,20358.0,16000US1373256,statesboro,statesboro,161.0,0.043478260869565216,0.23312620206007845,-0.9006211180124224,0.6245495271003271,184.4444444443333,116.44423240004765,-1.0,0.0
staugustine,,,,,62500.0,12.0,St. Augustine,staugustine,florida,LAUCT126250000000003,,,,,,,,,,,,,,,,,,,,,,,staugustine,,,,,,,,,
stcloud,0.05745341614906832,0.013975155279503106,0.16459627329192547,,56896.0,27.0,St. Cloud,stcloud,minnesota,LAUCT275689600000003,65838.0,55206.0,5559.0,199.0,54.0,13.0,544.0,61.0,273.0,338.0,490.0,5029.0,1659.0,3750.0,2017.0,3104.0,1148.0,489.0,450.0,42140.0,16000US2756896,stcloud,stcloud,644.0,0.2360248447204969,0.48319218410957276,-0.059782608695652176,2.1741619896001563,205.18018018019728,84.89898116979454,-0.6195652173913043,3.2279382743073826
stgeorge,0.020242914979757085,0.008097165991902834,0.04048582995951417,,65330.0,49.0,St. George,stgeorge,utah,LAUCT496533000000003,74225.0,67927.0,,80.0,84.0,551.0,243.0,83.0,256.0,315.0,585.0,4957.0,1857.0,4388.0,2147.0,3397.0,1773.0,590.0,334.0,44793.0,16000US4965330,stgeorge,stgeorge,247.0,0.06882591093117409,0.26922018910216117,-0.757085020242915,1.1849755601311058,232.0,30.331501776206203,-0.8340080971659919,1.8414760030619102
stillwater,0.010273972602739725,,0.0136986301369863,,70300.0,40.0,Stillwater,stillwater,oklahoma,LAUCT407030000000003,46143.0,36437.0,,72.0,24.0,119.0,44.0,220.0,13.0,188.0,66.0,1543.0,319.0,1897.0,637.0,2589.0,1439.0,330.0,942.0,32567.0,16000US4070300,stillwater,stillwater,292.0,0.023972602739726026,0.19293529158300626,-0.910958904109589,0.7591026795041695,208.33333333333334,187.63883748662838,-1.0,0.0
stjoseph,0.040983606557377046,0.004098360655737705,0.036885245901639344,,64550.0,29.0,St. Joseph,stjoseph,missouri,LAUCT296455000000003,76953.0,67305.0,4032.0,392.0,72.0,112.0,799.0,678.0,717.0,769.0,380.0,9222.0,1668.0,3972.0,1098.0,2816.0,1000.0,444.0,266.0,40742.0,16000US2964550,stjoseph,stjoseph,244.0,0.08196721311475409,0.31662219140376224,-0.7704918032786885,1.198674750009834,401.5833333333,434.709433606721,-0.9139344262295082,1.3443872392954077
stlouis,0.19322936477748193,0.04640547736782046,0.16432103461392164,189.0,65000.0,29.0,St. Louis,stlouis,missouri,LAUCT296500000000003,318612.0,143008.0,154965.0,1547.0,406.0,1014.0,2656.0,2006.0,3036.0,4206.0,2870.0,26084.0,5586.0,16726.0,5712.0,17238.0,7331.0,2844.0,2104.0,33299.0,16000US2965000,stlouis,stlouis,2629.0,0.40395587675922406,0.6034524147984388,-0.04716622289844047,2.200443724136118,227.627445006874,113.00819444843465,0.1700266260935717,5.4320556982490364
stockton,0.1716101694915254,0.1059322033898305,0.09745762711864407,,75000.0,6.0,Stockton,stockton,california,LAUCT067500000000003,295354.0,133879.0,33975.0,3645.0,1522.0,4333.0,1977.0,1859.0,1806.0,2601.0,3084.0,20696.0,5210.0,13708.0,6984.0,9480.0,2745.0,1187.0,831.0,45360.0,16000US0675000,stockton,stockton,472.0,0.375,0.6461136471323103,-0.4703389830508475,1.644384864732196,165.74279835388887,60.08296376088807,1.5360169491525424,7.4442567828188455
suffolk,0.10138248847926268,,0.07373271889400922,800.0,76432.0,51.0,Suffolk,suffolk,virginia,LAUCT517643200000003,84942.0,44508.0,35572.0,245.0,72.0,181.0,437.0,626.0,629.0,692.0,394.0,8519.0,1759.0,4359.0,2228.0,3619.0,1850.0,484.0,134.0,67546.0,16000US5176432,suffolk,suffolk,217.0,0.17511520737327188,0.4375099052837191,-0.5161290322580645,1.766710623650076,228.48484848486362,97.63324783215741,-1.0,0.0
susanville,,,,,77364.0,6.0,Susanville,susanville,california,LAUCT067736400000003,,,,,,,,,,,,,,,,,,,,,,,susanville,,,,,,,,,
swmi,0.028735632183908046,0.011494252873563218,0.028735632183908046,,,26.0,Southwest Michigan,swmi,michigan,,9879277.0,7835838.0,1387599.0,34061.0,9139.0,18865.0,49920.0,42921.0,74629.0,87624.0,55350.0,985126.0,239334.0,519076.0,230289.0,498786.0,213946.0,66786.0,41443.0,47175.0,04000US26,swmi,swmi,174.0,0.06896551724137931,0.2759368047059859,-0.8620689655172413,0.8070844379703728,183.14285714279998,71.90838842958617,-0.7241379310344828,2.567874698347681
swva,0.026490066225165563,,0.013245033112582781,,,51.0,Southwest Virginia,swva,virginia,,8105120.0,5620645.0,1573482.0,30168.0,15714.0,34421.0,65599.0,45169.0,63038.0,62317.0,37826.0,673451.0,143268.0,360186.0,154918.0,515794.0,280442.0,76910.0,52574.0,62811.0,04000US51,swva,swva,151.0,0.039735099337748346,0.2551024552864138,-0.8940397350993378,0.9176224196679497,197.5,118.07483502705675,-1.0,0.0
syracuse,0.22238586156111928,0.03755522827687776,0.24594992636229748,,73000.0,36.0,Syracuse,syracuse,new york,LAUCT367300000000003,144575.0,81722.0,42059.0,1003.0,252.0,492.0,1099.0,995.0,1442.0,1429.0,1326.0,10878.0,1934.0,4512.0,3198.0,5799.0,2617.0,909.0,761.0,30299.0,16000US3673000,syracuse,syracuse,1358.0,0.5058910162002945,0.6534601919430406,0.4053755522827688,2.511226195900601,219.5253863134669,642.6004451702606,0.19734904270986744,6.36506738938773
tacoma,0.1807324840764331,0.06568471337579618,0.1942675159235669,,70000.0,53.0,Tacoma,tacoma,washington,LAUCT537000000000003,200090.0,133057.0,22383.0,774.0,324.0,756.0,831.0,810.0,1181.0,1751.0,1074.0,20105.0,4283.0,11037.0,5342.0,9129.0,3577.0,1210.0,763.0,49556.0,16000US5370000,tacoma,tacoma,2512.0,0.4406847133757962,0.630172589020346,0.20023885350312903,2.4873192153548223,196.18857072932227,107.72489627771533,0.5431926751586782,5.918224432264006
tallahassee,0.11160384331116038,0.031781226903178125,0.051736881005173686,,70600.0,12.0,Tallahassee,tallahassee,florida,LAUCT127060000000003,184079.0,105248.0,64127.0,268.0,76.0,186.0,339.0,527.0,526.0,1029.0,546.0,7070.0,2236.0,6793.0,4331.0,11721.0,5754.0,2284.0,1871.0,38865.0,16000US1270600,tallahassee,tallahassee,1353.0,0.1951219512195122,0.4269818089175296,-0.7243163340724317,1.2126582104458365,316.60485651215896,789.566814336937,0.019955654101995565,5.733379709860517
tampa,0.21821862348178137,0.03906882591093117,0.1396761133603239,,71000.0,12.0,Tampa,tampa,florida,LAUCT127100000000003,343677.0,218593.0,90575.0,1072.0,1054.0,1805.0,1855.0,1729.0,2436.0,3015.0,2548.0,30406.0,5340.0,12910.0,8172.0,21192.0,8557.0,4240.0,1920.0,41524.0,16000US1271000,tampa,tampa,4940.0,0.39696356275303646,0.602107800220116,-0.16487854251012146,2.1289402057124547,255.0077819006286,552.0034778320434,0.132085020242915,5.784761637678455
terrehaute,0.07142857142857142,0.008403361344537815,0.07983193277310924,,75428.0,18.0,Terre Haute,terrehaute,indiana,LAUCT187542800000003,61181.0,51359.0,6322.0,272.0,0.0,126.0,396.0,444.0,748.0,739.0,479.0,6786.0,1382.0,2842.0,1505.0,1836.0,770.0,172.0,649.0,31989.0,16000US1875428,terrehaute,terrehaute,238.0,0.15966386554621848,0.37838638697092436,-0.5756302521008403,1.4671345467684465,171.02941176470588,68.69917907720844,-0.7857142857142857,2.333096517733649
texarkana,0.03503184713375796,0.01592356687898089,0.054140127388535034,,72368.0,48.0,Texarkana,texarkana,texas,LAUCT487236800000003,36856.0,20785.0,13852.0,237.0,22.0,99.0,155.0,125.0,144.0,265.0,103.0,3502.0,782.0,1759.0,839.0,1649.0,1059.0,549.0,37.0,37679.0,16000US4872368,texarkana,texarkana,314.0,0.10509554140127389,0.3369277049792927,-0.6624203821656051,1.4368680002666456,225.1515151514545,48.5781417778032,-0.6624203821656051,2.6609329362245937
texoma,0.017777777777777778,0.022222222222222223,0.03111111111111111,,,48.0,Texoma,texoma,texas,,25644550.0,19116593.0,3030320.0,145761.0,133825.0,283523.0,193669.0,239088.0,183576.0,211914.0,136959.0,1989148.0,454406.0,1282738.0,476953.0,1362653.0,485164.0,146117.0,103943.0,50776.0,04000US48,texoma,texoma,225.0,0.07111111111111111,0.30518014456206133,-0.7822222222222223,1.2505871636828254,210.0,52.28129047119374,-0.4444444444444444,3.8819382329507053
tippecanoe,0.10585585585585586,0.04054054054054054,0.060810810810810814,,40788.0,18.0,Lafayette,tippecanoe,indiana,LAUCT184078800000003,66822.0,58340.0,4433.0,215.0,146.0,439.0,365.0,501.0,355.0,621.0,226.0,6506.0,1287.0,2824.0,1460.0,3606.0,1158.0,257.0,260.0,38225.0,16000US1840788,tippecanoe,tippecanoe,444.0,0.2072072072072072,0.48670110076198475,-0.6677927927927928,1.356157628939325,209.57193515704253,107.70107247267134,0.08333333333333333,5.505982108277704
toledo,0.13471971066907776,0.05515370705244123,0.19168173598553345,,77000.0,39.0,Toledo,toledo,ohio,LAUCT397700000000003,285532.0,185519.0,76298.0,1119.0,215.0,635.0,1845.0,1893.0,2260.0,3972.0,2190.0,31197.0,6531.0,14468.0,5248.0,9317.0,3069.0,868.0,997.0,32351.0,16000US3977000,toledo,toledo,1106.0,0.38155515370705245,0.5856378547834111,0.1983122362869168,2.536035544727162,189.25913497389263,106.96188083952711,0.3336347197106691,5.557750186797509
topeka,0.08103130755064457,0.014732965009208104,0.08287292817679558,,71000.0,20.0,Topeka,topeka,kansas,LAUCT207100000000003,127895.0,96926.0,14173.0,507.0,285.0,387.0,613.0,772.0,793.0,691.0,796.0,12746.0,2921.0,5194.0,2726.0,6497.0,2684.0,1242.0,353.0,39118.0,16000US2071000,topeka,topeka,543.0,0.17863720073664824,0.4373523821144995,-0.5303867403314917,1.6055994149078001,181.83207070708863,72.62798507464997,-0.583793738489871,3.468875149970979
treasurecoast,0.08207934336525308,0.030095759233926128,0.08755129958960328,,,12.0,Treasure Coast,treasurecoast,florida,,19081930.0,14568707.0,3050618.0,85845.0,55567.0,110017.0,121607.0,122422.0,155499.0,160813.0,151644.0,1894340.0,382561.0,906784.0,505584.0,1080744.0,392209.0,163721.0,87027.0,45637.0,04000US12,treasurecoast,treasurecoast,731.0,0.1997264021887825,0.44543336644868126,-0.4377564979480164,1.846847710736574,343.7416666666667,698.9108990741472,-0.16552667578659372,5.143285458189582
tricities,0.11202185792349727,0.02185792349726776,0.12295081967213115,,,47.0,Tri-cities,tricities,tennessee,,6404240.0,5004585.0,1071708.0,25609.0,14495.0,25717.0,67032.0,42317.0,61603.0,66637.0,38190.0,698145.0,118195.0,296210.0,108182.0,310515.0,105096.0,39982.0,30507.0,42959.0,04000US47,tricities,tricities,366.0,0.2568306010928962,0.5730426446567953,-0.27595628415300544,2.014079493541123,193.21409214092685,62.87282696458056,-0.4726775956284153,3.555904515088696
tricitieswa,0.16198347107438016,0.01652892561983471,0.1305785123966942,,,53.0,Tri-cities,tricitieswa,washington,,6821303.0,5350392.0,243811.0,23816.0,14943.0,25667.0,30268.0,24417.0,33614.0,43102.0,40317.0,539604.0,167952.0,379027.0,202139.0,457320.0,175936.0,53047.0,38787.0,57966.0,04000US53,tricitieswa,tricitieswa,605.0,0.3090909090909091,0.5626333543176484,-0.228099173553719,2.050085733165111,227.8151927437653,81.99255126843518,-0.5752066115702479,3.293036024235061
tucson,0.13871635610766045,0.05106970324361629,0.1318150448585231,,77000.0,4.0,Tucson,tucson,arizona,LAUCT047700000000003,522770.0,395356.0,26053.0,2498.0,1227.0,3464.0,3597.0,2962.0,3540.0,5677.0,3263.0,38747.0,10806.0,31820.0,12559.0,23714.0,9955.0,2747.0,2808.0,36050.0,16000US0477000,tucson,tucson,1449.0,0.32160110420979987,0.5673761245762033,-0.19910282953761216,2.0952473241184233,208.0938758587896,100.09046071511854,0.29882677708764666,5.795645631946944
tulsa,0.11502145922746781,0.0240343347639485,0.061802575107296136,143.0,75000.0,40.0,Tulsa,tulsa,oklahoma,LAUCT407500000000003,393124.0,263309.0,60334.0,1504.0,937.0,2875.0,1857.0,2929.0,2395.0,3258.0,2139.0,30909.0,7798.0,19178.0,8544.0,22811.0,7488.0,4487.0,1760.0,40359.0,16000US4075000,tulsa,tulsa,1165.0,0.20085836909871244,0.4474048321993681,-0.632618025751073,1.4551604211883329,193.39125799574109,74.96756307000607,-0.28969957081545067,4.777207878651538
tuscaloosa,0.0720164609053498,0.01646090534979424,0.053497942386831275,125.0,77256.0,1.0,Tuscaloosa,tuscaloosa,alabama,LAUCT017725600000003,92217.0,49646.0,39469.0,175.0,200.0,137.0,737.0,276.0,937.0,703.0,267.0,6150.0,1179.0,3931.0,947.0,3962.0,1843.0,551.0,706.0,36429.0,16000US0177256,tuscaloosa,tuscaloosa,486.0,0.1419753086419753,0.39377554887808164,-0.691358024691358,1.3251755018597673,207.83333333334286,65.21088214651631,-0.5576131687242798,3.51605649277174
tuscarawas,,,,157.0,,39.0,Tuscarawas County,tuscarawas,ohio,,92481.0,89889.0,,202.0,31.0,161.0,1021.0,563.0,607.0,1034.0,566.0,15018.0,1783.0,3584.0,1462.0,3184.0,1111.0,242.0,107.0,42636.0,05000US39157,tuscarawas,tuscarawas,148.0,0.0,0.0,-1.0,0.0,,,-1.0,0.0
twinfalls,0.06435643564356436,0.0049504950495049506,0.0594059405940594,83.0,82810.0,16.0,Twin Falls,twinfalls,idaho,LAUCT168281000000003,44845.0,40436.0,,240.0,156.0,196.0,167.0,313.0,349.0,444.0,393.0,3515.0,819.0,2435.0,1438.0,2000.0,366.0,135.0,84.0,40544.0,16000US1682810,twinfalls,twinfalls,202.0,0.12871287128712872,0.37756397333810726,-0.6336633663366337,1.4877461151115159,259.48717948715387,126.26285159262325,-0.8564356435643564,2.040432879717846
twintiers,0.047619047619047616,0.005291005291005291,0.015873015873015872,,,36.0,Twin Tiers,twintiers,new york,,19490373.0,12756269.0,3033052.0,100813.0,53725.0,128491.0,137848.0,105137.0,137350.0,143665.0,144230.0,1729265.0,291551.0,763844.0,464727.0,1190942.0,534211.0,205644.0,105409.0,56657.0,04000US36,twintiers,twintiers,189.0,0.06878306878306878,0.292693108702651,-0.9047619047619048,0.7728288540744125,107.94444444444444,53.29073819884444,-0.8624338624338624,1.8912217153786006
tyler,0.07264957264957266,0.046153846153846156,0.05897435897435897,457.0,74144.0,48.0,Tyler,tyler,texas,LAUCT487414400000003,98296.0,68729.0,22729.0,711.0,471.0,962.0,447.0,560.0,695.0,540.0,622.0,5790.0,1513.0,4688.0,2311.0,5321.0,1955.0,975.0,548.0,41348.0,16000US4874144,tyler,tyler,1170.0,0.17777777777777778,0.4483810076169995,-0.6307692307692307,1.5165165127209357,278.73725490198825,294.7694130379622,0.635042735042735,7.7955682200388114
up,0.033707865168539325,,0.02247191011235955,,,26.0,Upper Peninsula,up,michigan,,9879277.0,7835838.0,1387599.0,34061.0,9139.0,18865.0,49920.0,42921.0,74629.0,87624.0,55350.0,985126.0,239334.0,519076.0,230289.0,498786.0,213946.0,66786.0,41443.0,47175.0,04000US26,up,up,178.0,0.056179775280898875,0.2309181165214248,-0.8764044943820225,0.8277697859373461,240.0,52.91502622129181,-1.0,0.0
utica,0.11148648648648649,0.006756756756756757,0.06756756756756757,,76540.0,36.0,Utica,utica,new york,LAUCT367654000000003,62006.0,42612.0,8417.0,572.0,386.0,179.0,673.0,337.0,642.0,826.0,374.0,5524.0,1218.0,2457.0,1860.0,2085.0,474.0,153.0,193.0,30457.0,16000US3676540,utica,utica,296.0,0.1858108108108108,0.38961260814442733,-0.6047297297297297,1.489799643426533,452.459595959606,1431.3312210277234,-0.8648648648648649,1.641201084153232
valdosta,0.07142857142857142,0.008241758241758242,0.0989010989010989,,78800.0,13.0,Valdosta,valdosta,georgia,LAUCT137880000000003,56216.0,23634.0,28443.0,81.0,231.0,121.0,291.0,313.0,547.0,583.0,378.0,4325.0,699.0,2672.0,636.0,1916.0,860.0,319.0,321.0,28397.0,16000US1378800,valdosta,valdosta,364.0,0.17857142857142858,0.45573437584867893,-0.3626373626373626,1.9639533050419786,174.90384615384616,83.67640279442816,-0.7307692307692307,3.0566800733092427
ventura,0.13248111563044743,0.04764671702498547,0.13654851830331202,111.0,,6.0,Ventura,ventura,california,,830828.0,634203.0,15494.0,4683.0,5852.0,12056.0,3018.0,5341.0,4362.0,5565.0,5980.0,48856.0,15682.0,45610.0,20264.0,52404.0,20600.0,7471.0,3950.0,74458.0,05000US06111,ventura,ventura,1721.0,0.3166763509587449,0.5778928185444784,-0.19349215572341663,2.0812796701068454,193.74273879140966,126.98923592901818,0.21208599651365484,5.5907725373774
victoriatx,0.05619834710743802,0.024793388429752067,0.047933884297520664,469.0,75428.0,48.0,Victoria,victoriatx,texas,LAUCT487542800000003,63342.0,50346.0,4685.0,353.0,212.0,332.0,646.0,686.0,753.0,525.0,174.0,5697.0,1723.0,3433.0,1583.0,1695.0,702.0,164.0,39.0,44978.0,16000US4875428,victoriatx,victoriatx,605.0,0.12892561983471074,0.3638094109623733,-0.7305785123966942,1.2522061971311054,245.12254901961762,69.45589774832798,-0.40578512396694216,3.7607747528709186
virginiabeach,0.13970182219768085,0.02153506350082827,0.13141910546659305,810.0,82000.0,51.0,Virginia Beach,virginiabeach,virginia,LAUCT518200000000003,443102.0,303134.0,84875.0,1147.0,42.0,417.0,666.0,917.0,2188.0,2435.0,1371.0,32989.0,11635.0,27894.0,12679.0,27928.0,11142.0,3690.0,1591.0,65169.0,16000US5182000,virginiabeach,virginiabeach,1811.0,0.29265599116510216,0.5165184794405606,-0.23467697404748758,2.0293104027017925,201.22140661271027,152.82634581655202,-0.4395361678630591,3.8657105162945933
visalia,0.05504587155963303,0.0045871559633027525,0.04128440366972477,,82954.0,6.0,Visalia,visalia,california,LAUCT068295400000003,125986.0,102332.0,2758.0,1350.0,741.0,987.0,710.0,605.0,703.0,1306.0,909.0,8473.0,2517.0,7374.0,3259.0,5132.0,1525.0,1088.0,396.0,52272.0,16000US0682954,visalia,visalia,218.0,0.10091743119266056,0.35779545500330295,-0.7660550458715596,1.166089228627847,217.5,79.21489758877429,-0.9036697247706422,1.4222994691050523
waco,0.07308970099667775,0.019933554817275746,0.06312292358803986,,76000.0,48.0,Waco,waco,texas,LAUCT487600000000003,126250.0,88998.0,26794.0,665.0,559.0,1264.0,834.0,1312.0,810.0,1216.0,864.0,9161.0,1930.0,4938.0,2188.0,5185.0,1573.0,476.0,654.0,32353.0,16000US4876000,waco,waco,602.0,0.15614617940199335,0.39405367831219235,-0.6179401993355482,1.5142837638796032,162.44823232320456,76.09628705458462,-0.4069767441860465,4.418854380876531
waterloo,0.03209876543209877,0.007407407407407408,0.11851851851851852,,82425.0,19.0,Waterloo,waterloo,iowa,LAUCT198242500000003,68361.0,53970.0,10297.0,368.0,91.0,234.0,619.0,349.0,520.0,761.0,653.0,8178.0,1369.0,2519.0,1776.0,3215.0,626.0,341.0,34.0,41492.0,16000US1982425,waterloo,waterloo,405.0,0.1580246913580247,0.38501131445727005,-0.32592592592592595,1.8688283099111038,237.92307692307693,128.20326408901187,-0.8296296296296296,1.9746189282976094
watertown,0.03365384615384615,0.007211538461538462,0.057692307692307696,,78608.0,36.0,Watertown,watertown,new york,LAUCT367860800000003,27454.0,23646.0,,114.0,15.0,43.0,180.0,105.0,236.0,227.0,215.0,3000.0,641.0,1202.0,566.0,1154.0,369.0,162.0,78.0,37229.0,16000US3678608,watertown,watertown,416.0,0.0985576923076923,0.3217390045130108,-0.6442307692307693,1.4802687429776105,205.07142857142858,64.00776910262148,-0.8004807692307693,2.4249903260749304
wausau,0.02572347266881029,0.01607717041800643,0.06109324758842444,,84475.0,55.0,Wausau,wausau,wisconsin,LAUCT558447500000003,39122.0,31841.0,,60.0,12.0,122.0,387.0,89.0,208.0,399.0,247.0,4541.0,823.0,1462.0,1686.0,1887.0,807.0,363.0,152.0,40115.0,16000US5584475,wausau,wausau,311.0,0.10289389067524116,0.31473181363018077,-0.662379421221865,1.3386919942896305,188.4375,50.584750313564996,-0.5562700964630225,3.5226297330957155
wenatchee,0.14121037463976946,0.02881844380403458,0.13256484149855907,,77105.0,53.0,Wenatchee,wenatchee,washington,LAUCT537710500000003,32381.0,28401.0,,247.0,79.0,352.0,457.0,95.0,218.0,149.0,319.0,2806.0,688.0,1375.0,998.0,1458.0,397.0,366.0,126.0,47558.0,16000US5377105,wenatchee,wenatchee,347.0,0.3025936599423631,0.5770857263584189,-0.20461095100864554,2.10317171881881,152.84601113172653,80.54106725969685,-0.21037463976945245,4.781842659833262
westchester,0.0768566493955095,0.05008635578583765,0.133419689119171,119.0,,36.0,Westchester,westchester,new york,,956494.0,636640.0,136172.0,3733.0,3236.0,9481.0,5701.0,4771.0,3855.0,4740.0,5408.0,66845.0,10773.0,33439.0,15915.0,69706.0,37018.0,21389.0,8042.0,79887.0,05000US36119,westchester,westchester,2316.0,0.2603626943005181,0.5065451929915916,-0.20782959124927894,2.0725928434756344,272.2659176029888,453.5282155051915,0.2802245250431779,5.754334802637142
westernmaryland,0.14084507042253522,0.06901408450704226,0.054929577464788736,,,24.0,Western Maryland,westernmaryland,maryland,,749950.0,654576.0,66958.0,1847.0,746.0,1564.0,5150.0,4049.0,6712.0,6612.0,4003.0,91553.0,16609.0,32417.0,14250.0,42520.0,20167.0,6131.0,4951.0,78668.0,04043US24,westernmaryland,westernmaryland,710.0,0.2647887323943662,0.5772114746552672,-0.6929577464788732,1.3039836915727594,130.150000000007,89.84120390551647,1.3492957746478873,8.704146398385296
westky,0.1188118811881188,0.009900990099009901,0.034653465346534656,,,21.0,Western Kentucky,westky,kentucky,,4364627.0,3838351.0,344032.0,16787.0,10721.0,18730.0,65008.0,35450.0,44964.0,42307.0,23339.0,505305.0,87123.0,190082.0,76575.0,178502.0,69955.0,26844.0,15834.0,41782.0,04000US21,westky,westky,202.0,0.16336633663366337,0.42090231723308985,-0.8168316831683168,0.9880448865798838,192.98611111112498,224.7810148336141,-0.7326732673267327,2.7094494276831145
westpalmbeach,0.14876563000961845,0.043603719140750244,0.12824623276691247,,76600.0,12.0,West Palm Beach,westpalmbeach,florida,LAUCT127660000000003,100940.0,63923.0,30652.0,526.0,670.0,1150.0,624.0,408.0,766.0,536.0,814.0,8266.0,2040.0,5187.0,2208.0,6770.0,2294.0,1486.0,664.0,42843.0,16000US1276600,westpalmbeach,westpalmbeach,3119.0,0.3206155819172812,0.5558553031598278,-0.2580421075130907,1.9964968428326073,221.1492456896545,179.5862995471681,0.16720102596986214,5.704168790098927
westslope,0.054373522458628844,0.02127659574468085,0.05673758865248227,,,8.0,Western Slope,westslope,colorado,,5117453.0,4296497.0,206254.0,13943.0,11559.0,25468.0,22806.0,22060.0,23685.0,30721.0,25654.0,381928.0,99345.0,275712.0,123233.0,390323.0,156430.0,42945.0,31979.0,56837.0,04000US08,westslope,westslope,423.0,0.13238770685579196,0.4031460650944359,-0.6808510638297872,1.340151803682095,526.0942028985653,809.389696857451,-0.4491725768321513,3.8609287277496818
wheeling,0.12316715542521994,0.04105571847507331,0.06744868035190615,,86452.0,54.0,Wheeling,wheeling,west virginia,LAUCT548645200000003,28333.0,25855.0,,59.0,2.0,1.0,165.0,120.0,140.0,177.0,76.0,3257.0,612.0,1348.0,613.0,1682.0,637.0,166.0,150.0,34433.0,16000US5486452,wheeling,wheeling,341.0,0.2316715542521994,0.46240403523986096,-0.6304985337243402,1.4301818223046974,239.16269841269045,60.507054484626636,0.2565982404692082,6.458418503818677
wichita,0.118378024852845,0.031393067364290386,0.1379986919555265,203.0,79000.0,20.0,Wichita,wichita,kansas,LAUCT207900000000003,384025.0,287618.0,41960.0,1122.0,1093.0,1948.0,1894.0,2307.0,2488.0,2699.0,2567.0,32032.0,9826.0,21233.0,6721.0,22200.0,7148.0,2334.0,1480.0,44612.0,16000US2079000,wichita,wichita,1529.0,0.28776978417266186,0.5447159876260393,-0.17135382603008503,2.1161627603422284,189.7772516004641,77.90871066119486,-0.3243950294310007,3.9367629007908693
wichitafalls,0.023178807947019868,0.006622516556291391,0.056291390728476824,,79000.0,48.0,Wichita Falls,wichitafalls,texas,LAUCT487900000000003,104348.0,82143.0,13323.0,151.0,161.0,634.0,962.0,811.0,968.0,1280.0,292.0,11087.0,1942.0,5670.0,2123.0,4019.0,1432.0,431.0,336.0,42305.0,16000US4879000,wichitafalls,wichitafalls,302.0,0.08609271523178808,0.32483877628445945,-0.6423841059602649,1.4800752915253161,139.21428571428572,54.699068504299916,-0.8509933774834437,1.8284342392872261
williamsport,0.14986376021798364,0.01907356948228883,0.06267029972752043,,85312.0,42.0,Williamsport,williamsport,pennsylvania,LAUCT428531200000003,29438.0,23567.0,4322.0,103.0,9.0,59.0,65.0,85.0,350.0,245.0,178.0,3084.0,549.0,888.0,1045.0,926.0,195.0,212.0,27.0,31452.0,16000US4285312,williamsport,williamsport,367.0,0.23160762942779292,0.45362339492414533,-0.6185286103542235,1.5046321968097316,652.3636363639454,884.444014686664,-0.4713896457765668,3.88406074167605
