Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,full_name,gid,subdomain,cost_exists,age_exists,cup_exists,place,url,state,bls_code,unemployment,b01001001,b01001a001,b01001b001,b15002003,b15002004,b15002005,b15002006,b15002007,b15002008,b15002009,b15002010,b15002011,b15002012,b15002013,b15002014,b15002015,b15002016,b15002017,b15002018,b19013001,gid.1,place.1,region,completeness_std,Cup_mean mean,Cup_mean std,Cost_hour_mean mean,Cost_hour_mean std,Age_mean mean,Age_mean std,black_fraction,lpop,price,college_plus_frac
Topeka Police Dept,KS,12,128843.0,772.0,15,39.0,237,481,6841.0,1277,4967.0,597.0,599.2,11.6,30.3,183.9,373.3,5309.6,991.1,3855.1,463.4,"topeka,KS",16000US2071000,topeka,0.08431703204047218,0.013490725126475549,0.08600337268128162,Topeka,topeka,kansas,LAUCT207100000000003,6.45,127895.0,96926.0,14173.0,507.0,285.0,387.0,613.0,772.0,793.0,691.0,796.0,12746.0,2921.0,5194.0,2726.0,6497.0,2684.0,1242.0,353.0,39118.0,16000US2071000,topeka,topeka,0.4774732673402417,-0.4957841483979764,1.6937082798147878,207.25555555557997,92.33081809327022,-0.5817875210792579,3.6191782947377393,0.11081746745377068,11.758964893761343,207.25555555557997,0.0842566167559326
Wichita Police Dept,KS,12,386409.0,2869.0,23,228.0,495,2123,21070.0,3919,15331.0,1820.0,742.5,6.0,59.0,128.1,549.4,5452.8,1014.2,3967.6,471.0,"wichita,KS",16000US2079000,wichita,0.11508452535760727,0.0247074122236671,0.12418725617685306,Wichita,wichita,kansas,LAUCT207900000000003,6.591666666666666,384025.0,287618.0,41960.0,1122.0,1093.0,1948.0,1894.0,2307.0,2488.0,2699.0,2567.0,32032.0,9826.0,21233.0,6721.0,22200.0,7148.0,2334.0,1480.0,44612.0,16000US2079000,wichita,wichita,0.5220103071683362,-0.2493498049414825,2.0384438471602144,200.72912743252542,77.84206299702144,-0.4310793237971392,3.6883465225594754,0.1092637198099082,12.858462933617346,200.72912743252542,0.08635375301087168
Bowling Green Police Dept,KY,12,59043.0,189.0,4,36.0,75,74,3025.0,547,2322.0,156.0,320.1,6.8,61.0,127.0,125.3,5123.4,926.4,3932.7,264.2,"bowling green,KY",16000US2108902,bowlinggreen,0.10666666666666667,0.034666666666666665,0.11733333333333333,Bowling Green,bowlinggreen,kentucky,LAUCT210890200000003,7.3583333333333325,59707.0,43717.0,8925.0,160.0,194.0,538.0,381.0,245.0,322.0,414.0,258.0,4400.0,889.0,3073.0,591.0,2100.0,921.0,306.0,494.0,31272.0,16000US2108902,bowlinggreen,bowlinggreen,0.5270981332425074,-0.28800000000000003,1.988533977501804,254.19345238095002,115.96519977726156,0.08800000000000001,5.931898722996968,0.1494799604736463,10.997204545438429,254.19345238095002,0.06399584638317116
Owensboro Police Dept,KY,12,57751.0,125.0,0,28.0,45,52,2518.0,469,1928.0,121.0,216.4,0.0,48.5,77.9,90.0,4360.1,812.1,3338.5,209.5,"owensboro,KY",16000US2158620,owensboro,0.09363295880149812,0.02247191011235955,0.02621722846441948,Owensboro,owensboro,kentucky,LAUCT215862000000003,6.791666666666668,57763.0,50965.0,4360.0,163.0,9.0,99.0,267.0,303.0,499.0,810.0,239.0,7035.0,1105.0,2165.0,1287.0,2143.0,994.0,328.0,193.0,37654.0,16000US2158620,owensboro,owensboro,0.3708948754636663,-0.8726591760299626,0.8033539000126183,166.76666666664002,85.98601576656284,-0.4419475655430712,4.019618331517917,0.0754808441389817,10.964103711276094,166.76666666664002,0.06332773574779703
Alexandria City Police Dept,LA,12,48449.0,815.0,9,14.0,142,650,3630.0,974,2472.0,184.0,1682.2,18.6,28.9,293.1,1341.6,7492.4,2010.4,5102.3,379.8,"alexandria city,LA",16000US2200975,alexandria,0.036842105263157884,0.018421052631578942,0.03157894736842105,Alexandria,alexandria,louisiana,LAUCT220097500000003,6.9833333333333325,48217.0,17182.0,29399.0,468.0,23.0,206.0,696.0,289.0,439.0,520.0,163.0,4978.0,613.0,2257.0,410.0,1796.0,438.0,408.0,240.0,35001.0,16000US2200975,alexandria,alexandria,0.3001064478092137,-0.7894736842105263,1.1838378342388407,164.64285714285714,81.7357859553913,-0.3,5.116531229317425,0.609722711906589,10.783466934951127,164.64285714285714,0.05977144990356099
Baton Rouge Police Dept,LA,12,231500.0,2507.0,66,64.0,1033,1344,12059.0,3826,7751.0,482.0,1082.9,28.5,27.6,446.2,580.6,5209.1,1652.7,3348.2,208.2,"baton rouge,LA",16000US2205000,batonrouge,0.16048755713560184,0.014728288471305232,0.07414931437277808,Baton Rouge,batonrouge,louisiana,LAUCT220500000000003,6.65,229572.0,90784.0,125201.0,800.0,278.0,743.0,957.0,987.0,2409.0,3306.0,1144.0,16535.0,3086.0,9867.0,2620.0,12593.0,4154.0,2207.0,2247.0,37419.0,16000US2205000,batonrouge,batonrouge,0.4633749175916149,-0.5470628068393449,1.6451481733782851,169.44846292944496,210.71920452986825,-0.5881157948197054,3.4370767965356745,0.5453670308225742,12.343971984771382,169.44846292944496,0.09235011238304323
Lafayette Police Dept,LA,12,122852.0,779.0,11,11.0,202,555,6815.0,1330,5244.0,241.0,634.1,9.0,9.0,164.4,451.8,5547.3,1082.6,4268.6,196.2,"lafayette,LA",16000US2240735,lafayette,0.13153724247226625,0.01664025356576862,0.08240887480190175,Lafayette,lafayette,louisiana,LAUCT224073500000003,4.683333333333334,121744.0,78772.0,37393.0,597.0,119.0,248.0,628.0,548.0,868.0,967.0,552.0,9099.0,1816.0,6340.0,1737.0,8291.0,2204.0,1377.0,682.0,43928.0,16000US2240735,lafayette,lafayette,0.4728131060114139,-0.5003961965134707,1.7225816989844758,273.18708165998197,645.7195551720678,-0.5475435816164818,3.6335566391898513,0.30714449993428833,11.709675758416305,273.18708165998197,0.1031180181364174
Lake Charles Police Dept,LA,11,72904.0,544.0,10,49.0,165,320,3214.0,1943,1142.0,129.0,,,,,,,,,,"lake charles,LA",16000US2241155,lakecharles,0.08067729083665337,0.030876494023904383,0.06374501992031872,Lake Charles,lakecharles,louisiana,LAUCT224115500000003,6.033333333333334,72741.0,34508.0,34438.0,207.0,96.0,270.0,552.0,609.0,779.0,859.0,267.0,7215.0,1116.0,3543.0,1378.0,3288.0,802.0,271.0,470.0,33836.0,16000US2241155,lakecharles,lakecharles,0.4178798149460533,-0.6175298804780877,1.5204263826140152,236.31344307271598,119.75669821616951,-0.2370517928286853,4.394048099101228,0.47343313949492033,11.194660466040654,236.31344307271598,0.06641371441140485
Monroe Police Dept,LA,12,49474.0,490.0,5,18.0,137,330,3775.0,1172,2525.0,78.0,990.4,10.1,36.4,276.9,667.0,7630.3,2368.9,5103.7,157.7,"monroe,LA",16000US2251410,monroe,0.03618421052631579,0.006578947368421052,0.05592105263157895,Monroe,monroe,louisiana,LAUCT225141000000003,8.049999999999999,49013.0,15903.0,31504.0,308.0,82.0,284.0,215.0,520.0,276.0,698.0,167.0,3768.0,546.0,2169.0,390.0,1964.0,756.0,476.0,245.0,27122.0,16000US2251410,monroe,monroe,0.3200632862554148,-0.6381578947368421,1.4982909608516668,1671.2727272727273,3336.0035998454523,-0.8388157894736842,2.00420512846804,0.6427682451594475,10.799840848027767,1671.2727272727273,0.07020586375043356
New Orleans Police Dept,LA,12,362874.0,2958.0,193,136.0,1065,1564,13689.0,3423,8051.0,2215.0,815.2,53.2,37.5,293.5,431.0,3772.4,943.3,2218.7,610.4,"new orleans,LA",16000US2255000,neworleans,0.14527742481999156,0.03642524354087251,0.07581533248623465,New Orleans,neworleans,louisiana,LAUCT225500000000003,7.316666666666667,359130.0,120233.0,215550.0,1927.0,1060.0,1360.0,2715.0,2066.0,2876.0,4977.0,2600.0,29368.0,4459.0,19836.0,3880.0,20938.0,7175.0,5694.0,2963.0,36004.0,16000US2255000,neworleans,neworleans,0.4842559623483226,-0.547437526471834,1.624649505491219,234.7649537051767,181.34149527172286,0.009318085556967387,5.411295272512957,0.6002004845042185,12.791439718913525,234.7649537051767,0.1023863225016011
Shreveport Police Dept,LA,12,202164.0,1550.0,17,92.0,433,1008,9862.0,2425,6973.0,464.0,766.7,8.4,45.5,214.2,498.6,4878.2,1199.5,3449.2,229.5,"shreveport,LA",16000US2270000,shreveport,0.08108108108108109,0.010135135135135136,0.06925675675675676,Shreveport,shreveport,louisiana,LAUCT227000000000003,7.3,201332.0,83176.0,109913.0,416.0,340.0,541.0,1221.0,790.0,1990.0,2572.0,1341.0,19337.0,2718.0,9630.0,2739.0,9206.0,3271.0,1883.0,888.0,37531.0,16000US2270000,shreveport,shreveport,0.3897047942731413,-0.5540540540540541,1.6881543452895282,823.4618055555625,2028.8153707998724,-0.7179054054054054,2.8540025038918864,0.5459291121133253,12.212710565710356,823.4618055555625,0.07573560089801919
Annapolis Police Dept,MD,12,39255.0,177.0,2,4.0,54,117,1042.0,185,775.0,82.0,450.9,5.1,10.2,137.6,298.1,2654.4,471.3,1974.3,208.9,"annapolis,MD",16000US2401600,annapolis,0.09713375796178343,0.12579617834394904,0.11305732484076432,Annapolis,annapolis,maryland,LAUCT240160000000003,5.591666666666668,38577.0,23526.0,10367.0,124.0,75.0,373.0,180.0,79.0,451.0,261.0,234.0,2891.0,765.0,1648.0,504.0,2681.0,1602.0,350.0,376.0,71082.0,16000US2401600,annapolis,annapolis,0.6031637586706176,-0.3343949044585987,1.9185059769296169,241.19945355191803,130.1204670455158,2.167197452229299,8.97092986060092,0.26873525675920884,10.560411522938548,241.19945355191803,0.12984420768851906
Baltimore City Police Dept,MD,12,625474.0,8789.0,218,315.0,3605,4651,29149.0,7770,17397.0,3982.0,1405.2,34.9,50.4,576.4,743.6,4660.3,1242.3,2781.4,636.6,"baltimore city,MD",16000US2404000,baltimore,0.18542128603104213,0.03713968957871397,0.14329268292682926,Baltimore,baltimore,maryland,LAUCT240400000000003,9.608333333333334,620843.0,186716.0,393657.0,2623.0,1263.0,3287.0,6709.0,6088.0,7971.0,8739.0,4849.0,57060.0,9617.0,25032.0,6546.0,27195.0,12313.0,5445.0,3988.0,39788.0,16000US2404000,baltimore,baltimore,0.5765669866404466,-0.10035569105690964,2.2631549632255807,205.0467530310557,179.50682071243546,-0.03880266075388026,5.047420475772191,0.6340685165170583,13.338833510916322,205.0467530310557,0.0788299135208096
Frederick Police Dept,MD,12,66808.0,381.0,1,26.0,106,248,1899.0,245,1527.0,127.0,570.3,1.5,38.9,158.7,371.2,2842.5,366.7,2285.7,190.1,"frederick,MD",16000US2430325,frederick,0.0967741935483871,0.04174573055028463,0.12333965844402275,Frederick,frederick,maryland,LAUCT243032500000003,6.058333333333333,65905.0,44469.0,11639.0,359.0,75.0,670.0,168.0,363.0,419.0,436.0,432.0,4690.0,1129.0,3308.0,1286.0,4877.0,2085.0,419.0,601.0,65070.0,16000US2430325,frederick,frederick,0.5749249870215475,-0.2656546489563567,1.994673681892843,238.42919389976475,85.2466509087868,0.2428842504743833,6.3525855961599245,0.176602685683939,11.095969590146566,238.42919389976475,0.12111372430012897
Ann Arbor Police Dept,MI,12,115008.0,227.0,1,35.0,50,141,2726.0,714,1898.0,114.0,197.4,0.9,30.4,43.5,122.6,2370.3,620.8,1650.3,99.1,"ann arbor,MI",16000US2603000,annarbor,0.09896432681242807,0.02646720368239356,0.1956271576524741,Ann Arbor,annarbor,michigan,LAUCT260300000000003,6.324999999999998,115124.0,85133.0,7687.0,50.0,78.0,129.0,159.0,42.0,235.0,327.0,438.0,2596.0,1180.0,3329.0,1318.0,9015.0,6644.0,2406.0,3877.0,53351.0,16000US2603000,annarbor,annarbor,0.5403367976055898,0.1668584579976985,2.4202261966283247,231.34108527132904,169.84874452768997,-0.18009205983889529,5.072977292382329,0.06677148118550433,11.653765087309242,231.34108527132904,0.19059448942010354
Battle Creek Police Dept,MI,12,61450.0,644.0,8,52.0,86,498,2786.0,1034,1637.0,115.0,1048.0,13.0,84.6,140.0,810.4,4533.8,1682.7,2664.0,187.1,"battle creek,MI",16000US2605920,battlecreek,0.0547945205479452,0.0273972602739726,0.03287671232876712,Battle Creek,battlecreek,michigan,LAUCT260592000000003,8.9,52112.0,37726.0,9293.0,129.0,50.0,137.0,238.0,212.0,293.0,667.0,179.0,5278.0,1396.0,2554.0,786.0,2213.0,905.0,317.0,199.0,36051.0,16000US2605920,battlecreek,battlecreek,0.3362982196630653,-0.8191780821917808,0.9918150658227648,223.25,88.515163732133,-0.3671232876712329,3.824733517777564,0.1783274485723058,10.861150527516015,223.25,0.0697344181762358
Detroit Police Dept,MI,12,707096.0,15011.0,386,441.0,4843,9341,40956.0,13488,15968.0,11500.0,2122.9,54.6,62.4,684.9,1321.0,5792.1,1907.5,2258.3,1626.4,"detroit,MI",16000US2622000,detroit,0.22309163623717612,0.033907146583202916,0.18883672404799165,Detroit,detroit,michigan,LAUCT262200000000003,16.875,706522.0,85614.0,577270.0,4243.0,1654.0,3797.0,5380.0,5067.0,10005.0,14375.0,6247.0,72807.0,12553.0,34384.0,9304.0,12207.0,5327.0,1612.0,1053.0,25576.0,16000US2622000,detroit,detroit,0.602729697927181,0.10792325972294732,2.36335404284047,164.66948696059708,68.4200307956121,-0.09302729960006956,4.975220867191884,0.8170587752398368,13.468109620041572,164.66948696059708,0.02858934329008863
Flint City Police Dept,MI,12,101632.0,2774.0,63,108.0,673,1930,5645.0,2979,2207.0,459.0,2729.5,62.0,106.3,662.2,1899.0,5554.4,2931.2,2171.6,451.6,"flint city,MI",16000US2629000,flint,0.2517241379310345,0.039080459770114935,0.1310344827586207,Flint,flint,michigan,LAUCT262900000000003,17.000000000000004,101423.0,39965.0,56147.0,428.0,58.0,176.0,485.0,924.0,1055.0,1252.0,739.0,12507.0,2214.0,5218.0,1443.0,2005.0,649.0,131.0,58.0,24758.0,16000US2629000,flint,flint,0.6145390906875192,-0.19367816091954024,2.123249358050419,171.4874429223653,104.76361674420656,0.11379310344827588,5.742632692836236,0.5535923804265305,11.527055168876036,171.4874429223653,0.028031117202212515
Grand Rapids Police Dept,MI,12,189953.0,1465.0,16,46.0,462,941,6618.0,1917,4433.0,268.0,771.2,8.4,24.2,243.2,495.4,3484.0,1009.2,2333.7,141.1,"grand rapids,MI",16000US2634000,grandrapids,0.19255094869992967,0.025298664792691498,0.11524947294448347,Grand Rapids,grandrapids,michigan,LAUCT263400000000003,8.999999999999998,189162.0,130933.0,39816.0,948.0,648.0,1239.0,1082.0,1018.0,1503.0,2076.0,952.0,13677.0,3314.0,9477.0,3464.0,9978.0,3499.0,1320.0,794.0,37791.0,16000US2634000,grandrapids,grandrapids,0.5448331871762885,-0.3759662684469431,1.7707694669805258,185.71441605839783,243.80899341627773,-0.18950573904898105,5.136784033685785,0.21048624988105433,12.15035906976176,185.71441605839783,0.08242141656358043
Jackson City Police Dept,MI,12,33449.0,256.0,3,23.0,50,180,1368.0,349,946.0,73.0,765.3,9.0,68.8,149.5,538.1,4089.8,1043.4,2828.2,218.2,"jackson city,MI",16000US2641420,jacksonmi,0.014084507042253518,0.0035211267605633804,0.02112676056338028,Jackson,jacksonmi,michigan,LAUCT264142000000003,12.749999999999998,33449.0,23737.0,7647.0,37.0,29.0,65.0,271.0,266.0,378.0,383.0,79.0,3080.0,902.0,1726.0,645.0,819.0,189.0,109.0,12.0,26586.0,16000US2641420,jacksonmi,jacksonmi,0.19329707323927245,-0.8661971830985915,0.9226545911392524,169.16666666675002,49.41322360135207,-0.9154929577464788,1.4241379898326239,0.22861670005082363,10.417777169743282,169.16666666675002,0.03375287751502287
Lansing City Police Dept,MI,12,114688.0,1078.0,13,92.0,203,770,3774.0,1307,2203.0,264.0,939.9,11.3,80.2,177.0,671.4,3290.7,1139.6,1920.9,230.2,"lansing city,MI",16000US2646000,lansing,0.05728155339805825,0.02038834951456311,0.1174757281553398,Lansing,lansing,michigan,LAUCT264600000000003,10.15,113594.0,70092.0,25035.0,615.0,214.0,382.0,566.0,317.0,818.0,1544.0,460.0,8213.0,3220.0,6392.0,2810.0,5033.0,1985.0,524.0,425.0,34420.0,16000US2646000,lansing,lansing,0.4450087387959933,-0.3067961165048544,1.9445801751320224,164.47740112994913,47.504612174020785,-0.4932038834951457,3.5942741998215557,0.22039016145218937,11.640385966972918,164.47740112994913,0.07013574660633484
Monroe Police Dept,MI,12,20687.0,108.0,1,10.0,25,72,831.0,234,560.0,37.0,522.1,4.8,48.3,120.8,348.0,4017.0,1131.1,2707.0,178.9,"monroe,MI",16000US2655020,monroemi,0.014563106796116504,0.009708737864077669,0.05825242718446603,Monroe,monroemi,michigan,LAUCT265502000000003,,20631.0,18868.0,,84.0,22.0,0.0,98.0,97.0,91.0,190.0,82.0,2243.0,619.0,1007.0,593.0,653.0,155.0,95.0,116.0,43311.0,16000US2655020,monroemi,monroemi,0.3091852974972963,-0.6019417475728155,1.654792335804974,131.66666666666666,37.52776749732568,-0.6844660194174758,3.2131515501459837,,9.934550077987947,131.66666666666666,0.04939169211380932
Saginaw City Police Dept,MI,12,51267.0,1211.0,27,65.0,167,952,1765.0,1042,618.0,105.0,2362.1,52.7,126.8,325.7,1856.9,3442.8,2032.5,1205.5,204.8,"saginaw city,MI",16000US2670520,saginaw,0.1113490364025696,0.029978586723768737,0.04282655246252677,Saginaw,saginaw,michigan,LAUCT267052000000003,15.45,51087.0,24051.0,23038.0,311.0,66.0,178.0,248.0,577.0,800.0,828.0,489.0,5904.0,1157.0,1862.0,811.0,869.0,161.0,52.0,51.0,27630.0,16000US2670520,saginaw,saginaw,0.4495174830806784,-0.7644539614561028,1.1347892505933297,168.73397435896158,43.416991388075154,-0.23768736616702354,4.389955542110535,0.45095621195216,10.841285340694714,168.73397435896158,0.022177853465656625
Duluth City Police Dept,MN,12,86830.0,,2,,90,213,3861.0,642,3047.0,172.0,,2.3,,103.7,245.3,4446.6,739.4,3509.2,198.1,"duluth city,MN",16000US2717000,duluth,0.060240963855421686,0.03614457831325301,0.12951807228915665,Duluth,duluth,minnesota,LAUCT271700000000003,5.575,86221.0,78652.0,2178.0,168.0,16.0,19.0,364.0,302.0,350.0,373.0,250.0,6257.0,1815.0,4828.0,2520.0,5432.0,1418.0,969.0,558.0,40606.0,16000US2717000,duluth,duluth,0.4917974582350678,-0.27259036144578314,1.9304998118446413,246.96666666665,95.5163039877471,-0.07228915662650602,4.961411534191064,0.02526066735482075,11.364669046470935,246.96666666665,0.09715730506489138
Mankato Public Safety Dept,MN,12,39782.0,,0,,29,90,1912.0,346,1508.0,58.0,,0.0,,72.9,226.2,4806.2,869.7,3790.7,145.8,"mankato,MN",16000US2739878,mankato,0.032448377581120944,,0.056047197640117986,Mankato,mankato,minnesota,LAUCT273987800000003,4.483333333333333,39707.0,35644.0,,57.0,96.0,27.0,76.0,84.0,150.0,113.0,124.0,2550.0,591.0,1921.0,802.0,2240.0,670.0,257.0,254.0,40309.0,16000US2739878,mankato,mankato,0.304527632773079,-0.6194690265486725,1.5726127812772677,192.5,92.85068658873772,-1.0,0.0,,10.589282773550448,192.5,0.08615609338403808
Rochester Police Dept,MN,12,108582.0,,2,,55,104,2721.0,495,2137.0,89.0,,1.8,,50.7,95.8,2505.9,455.9,1968.1,82.0,"rochester,MN",16000US2754880,rochestermn,0.04668304668304668,0.004914004914004914,0.10073710073710074,Rochester,rochestermn,minnesota,LAUCT275488000000003,4.191666666666666,108024.0,89377.0,6777.0,232.0,68.0,71.0,414.0,347.0,485.0,447.0,487.0,7550.0,2146.0,4672.0,3849.0,8061.0,3307.0,1975.0,974.0,61547.0,16000US2754880,rochestermn,rochestermn,0.40488179432711374,-0.3980343980343981,1.8619329086863812,279.91228070173685,97.05457559165656,-0.8230958230958231,2.5204888977931974,0.06273605865363252,11.590108703640878,279.91228070173685,0.13253536251203435
St. Cloud Police Dept,MN,12,66593.0,,2,,59,141,2247.0,315,1849.0,83.0,,3.0,,88.6,211.7,3374.2,473.0,2776.6,124.6,"st. cloud,MN",16000US2756896,stcloud,0.06311360448807854,0.008415147265077139,0.11921458625525945,St. Cloud,stcloud,minnesota,LAUCT275689600000003,5.141666666666668,65838.0,55206.0,5559.0,199.0,54.0,13.0,544.0,61.0,273.0,338.0,490.0,5029.0,1659.0,3750.0,2017.0,3104.0,1148.0,489.0,450.0,42140.0,16000US2756896,stcloud,stcloud,0.4339181724477728,-0.3113604488078541,1.928270598363248,241.83950617283557,100.48659825310853,-0.8050490883590463,2.121949834495396,0.08443452109723867,11.094952458218854,241.83950617283557,0.0788450438956226
Biloxi Police Dept,MS,12,45037.0,188.0,1,30.0,85,72,2267.0,732,1420.0,115.0,417.4,2.2,66.6,188.7,159.9,5033.6,1625.3,3153.0,255.3,"biloxi,MS",16000US2806220,biloxi,0.07100085543199315,0.01710863986313088,0.05303678357570573,Biloxi,biloxi,mississippi,LAUCT280622000000003,9.1,44288.0,31472.0,8265.0,45.0,110.0,603.0,190.0,245.0,234.0,456.0,158.0,3717.0,1177.0,2148.0,1646.0,2151.0,824.0,249.0,208.0,37826.0,16000US2806220,biloxi,biloxi,0.3878625833332284,-0.6775021385799829,1.3865234148776515,283.3052208835301,909.6532853904331,-0.484174508126604,4.043635836439778,0.18661940028901733,10.698469038977342,283.3052208835301,0.077492774566474
Hattiesburg Police Dept,MS,12,46726.0,118.0,5,13.0,66,34,2668.0,375,2183.0,110.0,252.5,10.7,27.8,141.2,72.8,5709.9,802.6,4671.9,235.4,"hattiesburg,MS",16000US2831020,hattiesburg,0.054959785522788206,0.01876675603217158,0.045576407506702415,Hattiesburg,hattiesburg,mississippi,LAUCT283102000000003,10.166666666666666,47239.0,20185.0,25356.0,155.0,28.0,276.0,198.0,620.0,442.0,402.0,464.0,2794.0,567.0,2053.0,662.0,2126.0,923.0,368.0,460.0,24064.0,16000US2831020,hattiesburg,hattiesburg,0.3559315927291377,-0.7050938337801609,1.3898581084604291,215.99999999999997,183.29763288766983,-0.5080428954423593,3.5923953502530765,0.5367598806071254,10.762975101585972,215.99999999999997,0.08207201676580791
Jackson Police Dept,MS,12,175939.0,1668.0,63,135.0,799,671,11568.0,4124,6308.0,1136.0,948.1,35.8,76.7,454.1,381.4,6575.0,2344.0,3585.3,645.7,"jackson,MS",16000US2836000,jackson,0.13922441195168467,0.018436109345200253,0.04513668150031786,Jackson,jackson,mississippi,LAUCT283600000000003,8.45,174706.0,32291.0,139334.0,590.0,211.0,227.0,980.0,851.0,1815.0,1836.0,1476.0,13885.0,2215.0,10152.0,2195.0,6205.0,1912.0,1733.0,612.0,32232.0,16000US2836000,jackson,jackson,0.4282544102404428,-0.7476160203432931,1.1928549903648602,358.09902515037135,968.5367383222052,-0.5460902733630006,3.3490635635442616,0.7975341430746511,12.070859840123113,358.09902515037135,0.059883461357938476
Meridian Police Dept,MS,12,41347.0,234.0,10,33.0,124,67,2139.0,734,1226.0,179.0,565.9,24.2,79.8,299.9,162.0,5173.3,1775.2,2965.1,432.9,"meridian,MS",16000US2846640,meridian,0.07333333333333332,0.021666666666666667,0.04166666666666666,Meridian,meridian,mississippi,LAUCT284664000000003,11.908333333333333,40998.0,14602.0,25103.0,171.0,74.0,229.0,217.0,210.0,450.0,514.0,462.0,3261.0,605.0,1860.0,895.0,1613.0,615.0,208.0,134.0,28137.0,16000US2846640,meridian,meridian,0.38065345215820057,-0.7316666666666667,1.3022379179245074,193.37121212122727,63.964105563700244,-0.43833333333333335,3.8337135375554103,0.6122981608858968,10.621278564008833,193.37121212122727,0.06268598468217962
Yazoo City Police Dept,MS,12,11347.0,78.0,1,7.0,16,54,514.0,252,239.0,23.0,687.4,8.8,61.7,141.0,475.9,4529.8,2220.9,2106.3,202.7,"yazoo city,MS",04000US28,northmiss,0.10810810810810813,0.03063063063063063,0.05045045045045045,North Mississippi,northmiss,mississippi,,,2977179.0,1769848.0,1112470.0,14275.0,6805.0,12928.0,29713.0,24246.0,38117.0,39551.0,20291.0,286911.0,46983.0,151028.0,62844.0,108354.0,36695.0,14656.0,10628.0,37792.0,04000US28,northmiss,northmiss,0.4637298462251781,-0.6774774774774774,1.4162979074257165,188.9722222222167,57.07178357869661,-0.2288288288288288,4.382838772039701,0.37366580914348785,14.9064867658356,188.9722222222167,0.057212885083496826
